"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
2084,4,0.02,0.07,0.14,0.34,0.48,1
2085,5,0.02,0.04,0.1,0.23,0.36,4
2086,5,0.02,0.03,0.05,0.13,0.28,1
2087,2,0.15,0.31,0.45,0.55,0.7,2
2088,3,0.09,0.17,0.29,0.32,0.44,1
2089,2,0.1,0.27,0.5,0.63,0.8,1
2090,5,0.01,0.03,0.07,0.21,0.31,1
2091,4,0.01,0.05,0.12,0.26,0.46,1
2092,2,0.1,0.28,0.42,0.64,0.8,2
2093,3,0.06,0.14,0.31,0.42,0.58,1
2094,4,0.03,0.07,0.15,0.35,0.49,1
2095,5,0.02,0.05,0.07,0.11,0.28,1
2096,5,0.02,0.04,0.09,0.15,0.26,1
2097,2,0.19,0.36,0.49,0.75,0.83,2
2098,2,0.11,0.28,0.4,0.57,0.78,2
2099,1,0.29,0.43,0.6,0.73,0.81,1
2100,3,0.05,0.14,0.29,0.46,0.63,1
2101,5,0.01,0.04,0.08,0.2,0.31,1
2102,2,0.19,0.3,0.46,0.61,0.81,1
2103,2,0.19,0.36,0.51,0.54,0.71,2
2104,1,0.23,0.5,0.59,0.75,0.85,1
2105,3,0.06,0.17,0.32,0.46,0.63,1
2106,3,0.09,0.14,0.33,0.51,0.63,1
2107,2,0.23,0.3,0.43,0.62,0.76,1
2108,4,0.02,0.06,0.21,0.37,0.51,1
2109,4,0.03,0.09,0.16,0.33,0.5,3
2110,4,0.05,0.13,0.18,0.28,0.47,1
2111,3,0.05,0.19,0.31,0.41,0.58,1
2112,2,0.16,0.29,0.4,0.59,0.74,1
2113,2,0.18,0.31,0.57,0.61,0.68,1
2114,4,0.04,0.07,0.2,0.37,0.46,2
2115,2,0.08,0.25,0.35,0.5,0.75,1
2116,3,0.07,0.17,0.33,0.47,0.6,1
2117,5,0,0.01,0.03,0.08,0.25,1
2118,1,0.27,0.52,0.71,0.84,0.87,1
2119,4,0.03,0.06,0.19,0.3,0.38,1
2120,4,0.05,0.12,0.25,0.34,0.5,2
2121,5,0.01,0.02,0.07,0.15,0.3,1
2122,5,0.01,0.03,0.05,0.14,0.25,1
2123,4,0.01,0.04,0.1,0.28,0.38,1
2124,5,0.02,0.03,0.09,0.21,0.34,2
2125,3,0.04,0.14,0.32,0.39,0.57,1
2126,3,0.03,0.1,0.37,0.54,0.69,1
2127,2,0.19,0.34,0.42,0.56,0.68,1
2128,5,0.01,0.02,0.08,0.14,0.24,1
2129,4,0.02,0.08,0.18,0.32,0.4,1
2130,5,0.03,0.07,0.15,0.22,0.37,1
2131,4,0.02,0.03,0.12,0.36,0.52,1
2132,5,0.01,0.02,0.04,0.12,0.28,1
2133,3,0.04,0.11,0.25,0.41,0.55,1
2134,5,0.02,0.04,0.08,0.19,0.3,1
2135,4,0.03,0.04,0.13,0.3,0.48,1
2136,1,0.34,0.51,0.66,0.76,0.88,1
2137,5,0.01,0.03,0.09,0.14,0.3,1
2138,1,0.29,0.54,0.68,0.82,0.92,1
2139,4,0.08,0.13,0.19,0.35,0.47,1
2140,3,0.05,0.17,0.36,0.57,0.77,1
2141,1,0.33,0.45,0.57,0.74,0.83,1
2142,4,0.01,0.04,0.12,0.24,0.41,1
2143,4,0.07,0.11,0.2,0.32,0.4,1
2144,2,0.14,0.3,0.41,0.58,0.73,1
2145,1,0.36,0.54,0.69,0.85,0.89,1
2146,1,0.26,0.42,0.51,0.65,0.83,1
2147,5,0.02,0.03,0.07,0.21,0.36,1
2148,3,0.06,0.15,0.28,0.45,0.65,1
2149,5,0.01,0.02,0.08,0.14,0.3,1
2150,2,0.13,0.36,0.57,0.65,0.77,1
2151,5,0.01,0.03,0.06,0.17,0.35,1
2152,4,0.04,0.06,0.12,0.29,0.47,1
2153,2,0.15,0.29,0.39,0.49,0.7,1
2154,2,0.13,0.27,0.43,0.48,0.6,1
2155,4,0.02,0.07,0.13,0.26,0.43,1
2156,1,0.34,0.5,0.62,0.76,0.79,1
2157,4,0.02,0.08,0.15,0.36,0.44,1
2158,2,0.15,0.27,0.42,0.6,0.71,1
2159,4,0.04,0.06,0.13,0.28,0.43,1
2160,1,0.3,0.47,0.65,0.74,0.87,1
2161,4,0.03,0.09,0.22,0.3,0.38,1
2162,2,0.11,0.26,0.41,0.61,0.8,2
2163,4,0.02,0.05,0.13,0.31,0.48,1
2164,1,0.34,0.47,0.67,0.8,0.87,1
2165,5,0.02,0.03,0.08,0.24,0.33,1
2166,5,0.03,0.04,0.09,0.17,0.35,1
2167,5,0.02,0.04,0.1,0.18,0.31,1
2168,1,0.34,0.53,0.69,0.86,0.92,1
2169,5,0,0.01,0.03,0.11,0.24,1
2170,4,0.01,0.03,0.1,0.29,0.42,3
2171,1,0.25,0.49,0.72,0.85,0.92,1
2172,5,0.01,0.04,0.09,0.12,0.28,1
2173,2,0.18,0.34,0.52,0.73,0.8,1
2174,2,0.06,0.26,0.34,0.61,0.73,1
2175,1,0.35,0.52,0.62,0.74,0.83,1
2176,2,0.14,0.25,0.42,0.62,0.75,1
2177,2,0.22,0.37,0.58,0.81,0.87,1
2178,2,0.17,0.26,0.44,0.65,0.78,2
2179,1,0.26,0.45,0.61,0.65,0.75,1
2180,3,0.1,0.13,0.23,0.38,0.49,1
2181,4,0.02,0.03,0.07,0.23,0.39,1
2182,1,0.24,0.37,0.46,0.66,0.74,1
2183,3,0.04,0.13,0.35,0.51,0.66,1
2184,4,0.05,0.09,0.2,0.35,0.52,1
2185,3,0.05,0.14,0.29,0.5,0.63,1
2186,3,0.04,0.13,0.26,0.4,0.58,1
2187,3,0.08,0.13,0.26,0.4,0.55,1
2188,1,0.34,0.42,0.57,0.77,0.9,1
2189,4,0.03,0.07,0.19,0.31,0.44,1
2190,4,0.03,0.08,0.13,0.3,0.48,1
2191,3,0.04,0.12,0.34,0.43,0.59,2
2192,3,0.06,0.13,0.28,0.39,0.61,1
2193,5,0.01,0.02,0.06,0.15,0.25,1
2194,3,0.03,0.11,0.33,0.47,0.59,1
2195,2,0.17,0.28,0.4,0.48,0.67,2
2196,5,0.01,0.04,0.1,0.17,0.25,1
2197,2,0.18,0.37,0.43,0.59,0.75,1
2198,1,0.24,0.36,0.53,0.67,0.77,1
2199,5,0.01,0.04,0.1,0.23,0.33,1
2200,3,0.12,0.2,0.36,0.47,0.66,2
2201,5,0.01,0.02,0.06,0.18,0.37,1
2202,1,0.36,0.53,0.72,0.81,0.91,1
2203,1,0.27,0.34,0.48,0.64,0.73,1
2204,1,0.23,0.44,0.62,0.76,0.83,1
2205,2,0.12,0.29,0.45,0.73,0.86,1
2206,5,0.02,0.05,0.09,0.16,0.32,2
2207,2,0.18,0.32,0.44,0.53,0.71,4
2208,2,0.13,0.25,0.36,0.44,0.57,1
2209,3,0.05,0.09,0.26,0.39,0.55,1
2210,1,0.37,0.5,0.67,0.84,0.89,1
2211,1,0.35,0.49,0.68,0.79,0.83,1
2212,1,0.29,0.41,0.56,0.73,0.84,1
2213,1,0.33,0.48,0.68,0.79,0.88,1
2214,2,0.11,0.29,0.46,0.49,0.65,1
2215,1,0.33,0.46,0.68,0.84,0.9,1
2216,4,0.04,0.09,0.19,0.33,0.47,1
2217,3,0.08,0.13,0.31,0.43,0.57,1
2218,2,0.19,0.3,0.53,0.7,0.76,1
2219,3,0.09,0.17,0.37,0.54,0.58,1
2220,1,0.31,0.52,0.65,0.71,0.72,1
2221,5,0.01,0.03,0.08,0.22,0.37,1
2222,3,0.04,0.11,0.27,0.5,0.64,1
2223,3,0.04,0.07,0.25,0.38,0.49,1
2224,2,0.17,0.31,0.49,0.59,0.75,1
2225,5,0.01,0.02,0.07,0.14,0.24,1
2226,3,0.07,0.21,0.36,0.55,0.72,1
2227,2,0.14,0.28,0.48,0.57,0.77,1
2228,1,0.26,0.4,0.55,0.69,0.85,1
2229,4,0.01,0.04,0.15,0.35,0.53,1
2230,2,0.17,0.3,0.49,0.74,0.86,1
2231,3,0.06,0.18,0.3,0.43,0.6,1
2232,4,0.02,0.06,0.16,0.34,0.5,1
2233,5,0.02,0.03,0.07,0.21,0.36,2
2234,2,0.11,0.29,0.58,0.78,0.87,1
2235,2,0.16,0.28,0.42,0.55,0.59,1
2236,3,0.09,0.2,0.36,0.52,0.63,1
2237,5,0.01,0.03,0.08,0.11,0.28,1
2238,1,0.32,0.47,0.67,0.8,0.85,1
2239,1,0.3,0.49,0.66,0.8,0.87,2
2240,4,0.1,0.15,0.21,0.31,0.52,1
2241,3,0.06,0.12,0.31,0.48,0.59,1
2242,5,0,0.01,0.03,0.12,0.27,1
2243,5,0.01,0.03,0.08,0.16,0.27,2
2244,2,0.15,0.31,0.41,0.56,0.7,1
2245,3,0.07,0.16,0.29,0.44,0.57,1
2246,4,0.01,0.06,0.17,0.35,0.48,1
2247,2,0.17,0.28,0.48,0.63,0.81,1
2248,5,0.01,0.02,0.08,0.19,0.33,1
2249,4,0.03,0.08,0.12,0.27,0.42,1
2250,1,0.26,0.4,0.56,0.66,0.77,3
2251,1,0.34,0.53,0.72,0.83,0.89,2
2252,2,0.1,0.24,0.42,0.57,0.74,1
2253,5,0.03,0.07,0.11,0.19,0.27,1
2254,5,0.02,0.04,0.08,0.22,0.35,1
2255,3,0.08,0.19,0.35,0.49,0.65,1
2256,4,0.06,0.1,0.17,0.35,0.52,1
2257,5,0.02,0.05,0.07,0.17,0.31,1
2258,5,0.01,0.04,0.07,0.15,0.33,1
2259,5,0.01,0.02,0.04,0.11,0.28,1
2260,1,0.34,0.44,0.64,0.73,0.81,1
2261,2,0.16,0.24,0.37,0.55,0.73,1
2262,2,0.2,0.29,0.48,0.65,0.78,1
2263,4,0.05,0.11,0.15,0.26,0.43,1
2264,1,0.34,0.52,0.7,0.86,0.93,1
2265,5,0.02,0.03,0.11,0.21,0.37,1
2266,2,0.23,0.33,0.53,0.71,0.84,1
2267,3,0.1,0.15,0.28,0.36,0.5,1
2268,3,0.06,0.14,0.37,0.48,0.61,1
2269,3,0.08,0.15,0.26,0.35,0.56,3
2270,1,0.35,0.56,0.68,0.83,0.91,1
2271,2,0.11,0.27,0.4,0.62,0.78,1
2272,1,0.37,0.55,0.61,0.73,0.85,2
2273,3,0.08,0.21,0.31,0.51,0.65,1
2274,2,0.12,0.27,0.44,0.62,0.67,1
2275,4,0.02,0.07,0.15,0.28,0.34,1
2276,3,0.09,0.12,0.27,0.41,0.59,2
2277,4,0.03,0.11,0.18,0.37,0.53,1
2278,5,0.01,0.02,0.06,0.1,0.23,1
2279,5,0,0.01,0.03,0.1,0.25,1
2280,1,0.36,0.59,0.72,0.84,0.94,1
2281,3,0.08,0.17,0.23,0.41,0.53,1
2282,1,0.31,0.49,0.67,0.79,0.86,1
2283,1,0.3,0.51,0.68,0.8,0.87,1
2284,3,0.05,0.15,0.36,0.5,0.71,1
2285,1,0.35,0.53,0.61,0.78,0.84,1
2286,3,0.05,0.09,0.29,0.62,0.83,1
2287,4,0.03,0.07,0.15,0.29,0.37,1
2288,5,0.01,0.02,0.03,0.11,0.26,1
2289,4,0.04,0.07,0.17,0.24,0.41,2
2290,2,0.18,0.31,0.45,0.74,0.85,1
2291,3,0.14,0.24,0.33,0.56,0.61,1
2292,3,0.08,0.23,0.32,0.45,0.68,1
2293,2,0.25,0.3,0.4,0.61,0.81,1
2294,3,0.04,0.11,0.28,0.33,0.41,1
2295,1,0.24,0.37,0.53,0.55,0.73,1
2296,2,0.11,0.24,0.44,0.65,0.81,1
2297,4,0.02,0.07,0.15,0.25,0.53,1
2298,1,0.27,0.34,0.38,0.48,0.67,1
2299,4,0.02,0.04,0.1,0.29,0.43,1
2300,1,0.3,0.46,0.66,0.71,0.8,1
2301,1,0.33,0.45,0.5,0.55,0.61,1
2302,3,0.08,0.16,0.31,0.38,0.47,1
2303,4,0.01,0.03,0.11,0.29,0.36,1
2304,3,0.05,0.11,0.33,0.45,0.55,1
2305,3,0.04,0.13,0.27,0.44,0.59,1
2306,4,0.03,0.07,0.17,0.37,0.48,1
2307,1,0.26,0.41,0.54,0.69,0.81,1
2308,1,0.25,0.39,0.52,0.69,0.81,1
2309,3,0.05,0.09,0.27,0.4,0.53,1
2310,1,0.28,0.43,0.58,0.75,0.86,1
2311,2,0.14,0.34,0.55,0.7,0.85,1
2312,3,0.07,0.14,0.35,0.54,0.68,2
2313,2,0.12,0.28,0.38,0.51,0.63,1
2314,3,0.13,0.17,0.34,0.51,0.68,1
2315,1,0.32,0.51,0.72,0.83,0.9,1
2316,3,0.04,0.11,0.31,0.35,0.49,1
2317,3,0.05,0.13,0.27,0.44,0.65,1
2318,3,0.08,0.14,0.29,0.37,0.52,1
2319,4,0.02,0.05,0.1,0.25,0.47,1
2320,2,0.13,0.3,0.4,0.59,0.82,1
2321,2,0.12,0.33,0.52,0.65,0.83,2
2322,2,0.2,0.34,0.44,0.55,0.71,1
2323,3,0.06,0.16,0.25,0.43,0.61,1
2324,2,0.1,0.25,0.5,0.68,0.84,1
2325,1,0.35,0.62,0.73,0.84,0.92,1
2326,5,0.02,0.04,0.05,0.15,0.35,2
2327,5,0,0.01,0.03,0.06,0.23,1
2328,4,0.03,0.06,0.14,0.36,0.6,3
2329,1,0.26,0.35,0.47,0.65,0.78,1
2330,4,0.03,0.06,0.11,0.28,0.44,1
2331,3,0.08,0.16,0.28,0.44,0.6,1
2332,3,0.09,0.17,0.3,0.43,0.63,1
2333,5,0.01,0.02,0.04,0.11,0.25,1
2334,4,0.02,0.09,0.2,0.32,0.57,1
2335,5,0.02,0.05,0.07,0.17,0.31,1
2336,5,0.01,0.02,0.06,0.16,0.31,2
2337,5,0,0.01,0.03,0.09,0.23,1
2338,4,0.11,0.2,0.26,0.32,0.48,1
2339,1,0.3,0.45,0.55,0.67,0.8,1
2340,4,0.05,0.09,0.16,0.33,0.48,1
2341,5,0.02,0.04,0.08,0.14,0.31,1
2342,4,0.03,0.12,0.13,0.3,0.49,1
2343,2,0.09,0.26,0.36,0.47,0.76,1
2344,3,0.06,0.17,0.31,0.56,0.73,1
2345,2,0.17,0.34,0.55,0.72,0.84,1
2346,2,0.18,0.36,0.55,0.65,0.72,1
2347,4,0.01,0.05,0.12,0.37,0.51,2
2348,5,0.02,0.05,0.1,0.17,0.34,1
2349,5,0.02,0.04,0.11,0.2,0.36,1
2350,2,0.17,0.31,0.43,0.65,0.78,1
2351,4,0.01,0.03,0.08,0.31,0.53,1
2352,4,0.03,0.1,0.19,0.33,0.47,1
2353,1,0.27,0.45,0.59,0.79,0.91,1
2354,4,0.05,0.08,0.23,0.33,0.56,1
2355,3,0.06,0.1,0.25,0.46,0.57,2
2356,5,0.02,0.05,0.09,0.16,0.29,1
2357,4,0.05,0.09,0.17,0.29,0.44,1
2358,3,0.1,0.23,0.33,0.48,0.57,1
2359,3,0.06,0.14,0.33,0.53,0.74,1
2360,5,0.02,0.03,0.09,0.14,0.23,1
2361,3,0.05,0.1,0.26,0.47,0.63,1
2362,2,0.15,0.36,0.45,0.61,0.83,1
2363,1,0.26,0.41,0.53,0.75,0.89,1
2364,1,0.31,0.38,0.51,0.66,0.81,1
2365,5,0.04,0.05,0.11,0.22,0.28,1
2366,1,0.24,0.5,0.71,0.8,0.85,2
2367,5,0.01,0.02,0.06,0.11,0.24,1
2368,2,0.16,0.34,0.45,0.65,0.78,1
2369,4,0.07,0.11,0.16,0.28,0.42,1
2370,2,0.13,0.28,0.36,0.59,0.73,1
2371,3,0.03,0.07,0.28,0.43,0.69,1
2372,4,0.01,0.05,0.1,0.32,0.39,1
2373,4,0.05,0.13,0.22,0.37,0.58,1
2374,4,0.05,0.17,0.28,0.29,0.56,1
2375,5,0,0.01,0.03,0.09,0.31,1
2376,3,0.14,0.22,0.31,0.52,0.71,1
2377,1,0.33,0.51,0.69,0.81,0.88,1
2378,5,0.01,0.04,0.09,0.23,0.35,1
2379,1,0.36,0.54,0.73,0.8,0.9,2
2380,5,0.01,0.03,0.06,0.14,0.25,1
2381,1,0.3,0.34,0.45,0.58,0.78,1
2382,4,0.06,0.1,0.21,0.37,0.49,1
2383,2,0.13,0.26,0.42,0.65,0.76,1
2384,2,0.15,0.28,0.35,0.49,0.61,1
2385,2,0.18,0.33,0.43,0.5,0.66,1
2386,1,0.34,0.48,0.62,0.73,0.86,1
2387,2,0.22,0.36,0.55,0.79,0.86,1
2388,4,0.02,0.05,0.12,0.33,0.47,1
2389,1,0.33,0.45,0.71,0.77,0.87,1
2390,2,0.17,0.36,0.49,0.7,0.8,1
2391,1,0.26,0.36,0.53,0.62,0.75,1
2392,3,0.08,0.14,0.31,0.5,0.63,1
2393,1,0.36,0.49,0.68,0.87,0.94,1
2394,5,0.01,0.02,0.05,0.16,0.26,1
2395,1,0.33,0.52,0.67,0.83,0.91,2
2396,2,0.18,0.31,0.51,0.72,0.82,1
2397,4,0.03,0.05,0.14,0.36,0.44,1
2398,3,0.09,0.19,0.35,0.49,0.63,2
2399,3,0.16,0.22,0.35,0.56,0.69,1
2400,1,0.26,0.38,0.51,0.64,0.78,1
2401,4,0.04,0.07,0.18,0.31,0.47,1
2402,4,0.02,0.04,0.11,0.32,0.46,1
2403,5,0.03,0.06,0.12,0.21,0.31,1
2404,5,0.01,0.06,0.11,0.23,0.35,1
2405,2,0.17,0.31,0.52,0.75,0.82,1
2406,4,0.02,0.05,0.09,0.27,0.44,1
2407,2,0.17,0.33,0.54,0.69,0.82,1
2408,4,0.03,0.06,0.11,0.26,0.4,1
2409,4,0.02,0.08,0.17,0.37,0.48,1
2410,4,0.03,0.09,0.16,0.33,0.48,1
2411,5,0.01,0.03,0.07,0.13,0.29,1
2412,2,0.23,0.3,0.47,0.66,0.82,1
2413,4,0.02,0.06,0.18,0.28,0.4,1
2414,4,0.01,0.03,0.09,0.29,0.47,2
2415,4,0.04,0.08,0.22,0.36,0.5,1
2416,4,0.05,0.13,0.26,0.33,0.53,2
2417,1,0.29,0.52,0.6,0.72,0.8,1
2418,5,0.01,0.03,0.04,0.1,0.26,1
2419,5,0.02,0.05,0.14,0.2,0.29,1
2420,4,0.04,0.07,0.15,0.27,0.44,1
2421,4,0.02,0.04,0.1,0.29,0.45,1
2422,3,0.1,0.18,0.37,0.65,0.79,1
2423,4,0.01,0.04,0.1,0.25,0.36,1
2424,5,0.01,0.02,0.07,0.16,0.34,1
2425,2,0.14,0.25,0.45,0.68,0.87,1
2426,1,0.34,0.47,0.69,0.82,0.9,1
2427,1,0.29,0.45,0.64,0.82,0.89,1
2428,1,0.35,0.48,0.64,0.82,0.88,1
2429,4,0.03,0.06,0.14,0.29,0.45,1
2430,4,0.02,0.04,0.12,0.29,0.44,1
2431,5,0.01,0.03,0.08,0.14,0.28,1
2432,3,0.09,0.16,0.3,0.45,0.57,1
2433,5,0.01,0.03,0.06,0.12,0.26,1
2434,4,0.03,0.06,0.15,0.37,0.43,1
2435,5,0.03,0.04,0.11,0.2,0.33,2
2436,1,0.27,0.42,0.58,0.77,0.87,1
2437,1,0.23,0.38,0.54,0.59,0.75,1
2438,4,0.01,0.04,0.13,0.37,0.54,1
2439,1,0.3,0.51,0.72,0.84,0.92,1
2440,4,0.04,0.06,0.13,0.3,0.48,2
2441,5,0.02,0.04,0.1,0.13,0.34,1
2442,3,0.05,0.14,0.34,0.41,0.62,1
2443,5,0.01,0.03,0.08,0.25,0.32,1
2444,5,0.01,0.03,0.08,0.15,0.3,1
2445,3,0.07,0.15,0.25,0.38,0.49,1
2446,5,0.01,0.02,0.04,0.11,0.23,1
2447,3,0.07,0.15,0.27,0.42,0.61,1
2448,3,0.04,0.11,0.29,0.5,0.62,1
2449,3,0.03,0.11,0.25,0.46,0.67,1
2450,3,0.07,0.14,0.26,0.39,0.6,2
2451,3,0.05,0.12,0.33,0.48,0.67,1
2452,1,0.29,0.43,0.58,0.7,0.83,1
2453,1,0.35,0.51,0.68,0.75,0.85,1
2454,2,0.12,0.34,0.44,0.58,0.79,1
2455,5,0,0.02,0.04,0.12,0.23,1
2456,5,0.01,0.02,0.04,0.14,0.32,1
2457,4,0.03,0.07,0.18,0.31,0.49,1
2458,5,0.01,0.02,0.07,0.09,0.25,1
2459,5,0.01,0.03,0.1,0.21,0.32,1
2460,2,0.09,0.23,0.47,0.53,0.74,1
2461,3,0.08,0.18,0.31,0.44,0.52,1
2462,5,0.01,0.02,0.03,0.08,0.25,1
2463,4,0.04,0.06,0.12,0.25,0.41,1
2464,5,0.01,0.02,0.07,0.12,0.25,2
2465,1,0.37,0.56,0.63,0.78,0.86,1
2466,2,0.11,0.31,0.5,0.67,0.8,1
2467,1,0.3,0.4,0.59,0.7,0.82,1
2468,5,0.01,0.02,0.06,0.14,0.26,1
2469,4,0.02,0.05,0.13,0.27,0.38,1
2470,3,0.08,0.19,0.3,0.44,0.55,1
2471,3,0.11,0.22,0.36,0.56,0.68,3
2472,2,0.1,0.27,0.33,0.48,0.64,2
2473,5,0.02,0.05,0.12,0.17,0.24,3
2474,5,0.08,0.1,0.11,0.16,0.33,1
2475,5,0.01,0.02,0.06,0.16,0.26,1
2476,4,0.03,0.06,0.15,0.27,0.38,1
2477,3,0.04,0.09,0.27,0.46,0.57,1
2478,5,0.02,0.03,0.07,0.16,0.24,1
2479,1,0.29,0.43,0.62,0.71,0.85,1
2480,2,0.18,0.34,0.53,0.7,0.82,1
2481,3,0.11,0.19,0.34,0.6,0.76,1
2482,1,0.27,0.42,0.54,0.69,0.8,1
2483,5,0.02,0.05,0.08,0.16,0.33,1
2484,1,0.37,0.52,0.62,0.7,0.81,1
2485,3,0.04,0.14,0.27,0.46,0.67,1
2486,4,0.03,0.07,0.14,0.27,0.39,1
2487,4,0.02,0.06,0.12,0.29,0.46,1
2488,4,0.02,0.05,0.15,0.37,0.58,1
2489,3,0.09,0.17,0.28,0.47,0.62,1
2490,5,0.01,0.02,0.04,0.1,0.23,1
2491,5,0.01,0.02,0.07,0.14,0.34,1
2492,3,0.07,0.19,0.32,0.51,0.59,2
2493,4,0.05,0.08,0.16,0.27,0.52,1
2494,5,0.01,0.02,0.06,0.15,0.29,1
2495,1,0.33,0.49,0.62,0.75,0.83,1
2496,5,0.01,0.02,0.03,0.11,0.26,1
2497,2,0.1,0.24,0.39,0.57,0.75,2
2498,3,0.09,0.17,0.29,0.47,0.58,1
2499,2,0.14,0.32,0.48,0.68,0.77,1
2500,1,0.3,0.38,0.56,0.72,0.86,1
2501,1,0.32,0.6,0.8,0.86,0.92,1
2502,3,0.06,0.1,0.24,0.38,0.52,1
2503,4,0.01,0.05,0.09,0.23,0.42,1
2504,4,0.04,0.12,0.17,0.37,0.55,1
2505,1,0.31,0.44,0.61,0.79,0.89,1
2506,4,0.03,0.07,0.18,0.27,0.38,1
2507,2,0.17,0.28,0.38,0.66,0.77,1
2508,4,0.03,0.05,0.16,0.32,0.43,1
2509,1,0.27,0.47,0.65,0.78,0.89,1
2510,4,0.04,0.1,0.16,0.3,0.38,1
2511,2,0.11,0.32,0.39,0.49,0.57,1
2512,2,0.17,0.36,0.66,0.83,0.88,1
2513,5,0.01,0.02,0.03,0.1,0.25,1
2514,4,0.01,0.05,0.14,0.24,0.46,1
2515,3,0.07,0.1,0.24,0.38,0.56,1
2516,1,0.35,0.46,0.59,0.64,0.84,1
2517,4,0.02,0.08,0.17,0.34,0.46,1
2518,4,0.02,0.04,0.14,0.29,0.44,1
2519,2,0.18,0.27,0.45,0.75,0.85,1
2520,2,0.17,0.37,0.45,0.56,0.75,1
2521,2,0.15,0.25,0.37,0.54,0.66,1
2522,5,0.01,0.02,0.04,0.15,0.33,1
2523,2,0.1,0.27,0.41,0.58,0.6,1
2524,4,0.04,0.12,0.22,0.35,0.44,1
2525,2,0.12,0.31,0.42,0.52,0.61,1
2526,3,0.11,0.2,0.36,0.42,0.51,1
2527,1,0.34,0.5,0.64,0.8,0.89,1
2528,3,0.05,0.1,0.31,0.45,0.54,1
2529,5,0.01,0.02,0.05,0.1,0.31,1
2530,3,0.09,0.12,0.34,0.44,0.66,1
2531,2,0.19,0.36,0.48,0.66,0.77,1
2532,1,0.29,0.34,0.52,0.63,0.75,1
2533,3,0.06,0.16,0.33,0.48,0.59,1
2534,3,0.08,0.17,0.28,0.52,0.66,1
2535,2,0.14,0.33,0.43,0.59,0.7,1
2536,3,0.08,0.16,0.31,0.5,0.63,1
2537,1,0.26,0.44,0.61,0.74,0.83,2
2538,3,0.07,0.12,0.27,0.37,0.6,1
2539,1,0.33,0.42,0.57,0.74,0.84,2
2540,3,0.04,0.16,0.3,0.4,0.59,1
2541,3,0.1,0.14,0.32,0.47,0.58,1
2542,2,0.13,0.27,0.42,0.58,0.78,1
2543,2,0.17,0.33,0.56,0.7,0.82,1
2544,4,0.02,0.04,0.12,0.36,0.49,1
2545,2,0.16,0.26,0.34,0.49,0.58,1
2546,5,0.01,0.03,0.05,0.09,0.23,1
2547,2,0.14,0.23,0.4,0.48,0.66,1
2548,4,0.07,0.09,0.11,0.33,0.56,1
2549,4,0.03,0.09,0.19,0.25,0.45,1
2550,2,0.18,0.33,0.43,0.66,0.77,1
2551,5,0.02,0.04,0.06,0.14,0.37,1
2552,5,0.02,0.04,0.05,0.16,0.35,2
2553,4,0.01,0.05,0.14,0.26,0.42,1
2554,1,0.34,0.54,0.71,0.82,0.9,1
2555,3,0.12,0.2,0.34,0.53,0.7,1
2556,1,0.29,0.43,0.66,0.74,0.83,1
2557,4,0.02,0.06,0.13,0.31,0.49,1
2558,4,0.05,0.09,0.17,0.3,0.42,1
2559,1,0.34,0.51,0.65,0.79,0.87,2
2560,5,0.02,0.04,0.08,0.16,0.34,1
2561,4,0.03,0.07,0.17,0.31,0.46,3
2562,2,0.13,0.35,0.61,0.77,0.89,1
2563,4,0.06,0.08,0.17,0.31,0.46,1
2564,2,0.16,0.31,0.59,0.7,0.87,2
2565,2,0.22,0.31,0.43,0.54,0.69,1
2566,1,0.29,0.46,0.59,0.74,0.84,1
2567,4,0.03,0.08,0.1,0.26,0.41,1
2568,2,0.13,0.31,0.46,0.59,0.68,1
2569,1,0.35,0.57,0.66,0.78,0.85,1
2570,3,0.04,0.15,0.3,0.49,0.61,1
2571,4,0.05,0.1,0.21,0.34,0.42,1
2572,1,0.26,0.4,0.51,0.59,0.74,1
2573,5,0.01,0.04,0.08,0.15,0.26,2
2574,2,0.15,0.37,0.63,0.79,0.87,1
2575,3,0.11,0.21,0.32,0.48,0.66,1
2576,4,0.02,0.03,0.11,0.26,0.48,1
2577,4,0.05,0.13,0.17,0.33,0.45,1
2578,5,0.01,0.02,0.06,0.12,0.3,1
2579,4,0.03,0.04,0.14,0.27,0.49,1
2580,1,0.27,0.37,0.55,0.71,0.76,1
2581,5,0.01,0.03,0.1,0.19,0.29,1
2582,1,0.3,0.52,0.72,0.8,0.89,1
2583,3,0.05,0.17,0.25,0.43,0.64,1
2584,3,0.07,0.16,0.32,0.46,0.63,1
2585,4,0.01,0.02,0.11,0.23,0.42,1
2586,4,0.05,0.1,0.2,0.36,0.57,1
2587,5,0.01,0.02,0.05,0.09,0.27,1
2588,1,0.28,0.44,0.62,0.76,0.8,1
2589,3,0.1,0.22,0.31,0.46,0.6,1
2590,2,0.14,0.33,0.48,0.7,0.84,1
2591,3,0.04,0.14,0.23,0.4,0.57,1
2592,2,0.15,0.25,0.43,0.61,0.76,1
2593,2,0.16,0.28,0.43,0.6,0.76,1
2594,5,0.01,0.02,0.07,0.11,0.29,1
2595,3,0.08,0.22,0.36,0.5,0.65,1
2596,5,0.01,0.03,0.08,0.17,0.28,1
2597,3,0.04,0.14,0.29,0.49,0.69,1
2598,1,0.35,0.52,0.7,0.83,0.89,1
2599,1,0.27,0.4,0.57,0.71,0.85,1
2600,2,0.22,0.29,0.39,0.5,0.68,1
