"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
1403,2,0.22,0.26,0.34,0.46,0.6,1
1404,2,0.19,0.34,0.49,0.58,0.64,1
1405,3,0.16,0.21,0.35,0.49,0.6,1
1406,1,0.26,0.46,0.56,0.66,0.69,1
1407,1,0.26,0.37,0.44,0.56,0.63,1
1408,3,0.12,0.18,0.28,0.35,0.46,1
1409,1,0.26,0.35,0.45,0.59,0.71,1
1410,1,0.3,0.34,0.49,0.65,0.74,1
1411,4,0.08,0.12,0.23,0.34,0.51,3
1412,2,0.17,0.29,0.38,0.46,0.56,1
1413,1,0.33,0.44,0.54,0.68,0.78,1
1414,3,0.17,0.23,0.32,0.44,0.52,1
1415,1,0.29,0.39,0.51,0.58,0.68,1
1416,2,0.25,0.33,0.41,0.54,0.69,1
1417,2,0.2,0.28,0.32,0.36,0.48,1
1418,4,0.11,0.16,0.17,0.35,0.55,1
1419,2,0.15,0.28,0.39,0.5,0.57,1
1420,5,0.07,0.1,0.15,0.23,0.31,1
1421,5,0.04,0.06,0.11,0.2,0.26,1
1422,5,0.03,0.06,0.13,0.18,0.29,1
1423,4,0.07,0.11,0.22,0.32,0.41,2
1424,2,0.22,0.3,0.41,0.55,0.63,2
1425,5,0.05,0.1,0.16,0.22,0.34,1
1426,5,0.06,0.08,0.14,0.21,0.3,1
1427,5,0.05,0.08,0.11,0.17,0.25,1
1428,4,0.06,0.1,0.17,0.25,0.35,1
1429,2,0.19,0.33,0.42,0.55,0.67,1
1430,2,0.21,0.27,0.35,0.52,0.55,1
1431,2,0.24,0.33,0.45,0.53,0.65,2
1432,3,0.13,0.2,0.25,0.4,0.49,3
1433,2,0.22,0.33,0.5,0.6,0.71,1
1434,2,0.15,0.28,0.34,0.44,0.51,1
1435,5,0.06,0.09,0.14,0.18,0.29,1
1436,3,0.15,0.24,0.34,0.41,0.53,1
1437,4,0.07,0.13,0.21,0.35,0.49,1
1438,2,0.27,0.32,0.41,0.56,0.7,1
1439,3,0.15,0.17,0.26,0.38,0.51,1
1440,2,0.21,0.3,0.37,0.46,0.58,1
1441,2,0.17,0.31,0.43,0.51,0.63,1
1442,1,0.27,0.35,0.41,0.56,0.7,1
1443,2,0.19,0.27,0.4,0.53,0.58,1
1444,4,0.12,0.19,0.25,0.32,0.46,1
1445,5,0.02,0.04,0.09,0.17,0.28,1
1446,5,0.07,0.09,0.12,0.24,0.32,1
1447,4,0.12,0.14,0.19,0.29,0.37,1
1448,5,0.03,0.06,0.09,0.19,0.32,1
1449,3,0.09,0.17,0.33,0.45,0.65,1
1450,4,0.07,0.12,0.17,0.29,0.39,1
1451,5,0.04,0.07,0.1,0.16,0.27,1
1452,3,0.08,0.16,0.28,0.44,0.55,1
1453,4,0.05,0.09,0.16,0.28,0.38,1
1454,3,0.09,0.19,0.28,0.34,0.38,1
1455,2,0.14,0.26,0.35,0.36,0.46,1
1456,4,0.06,0.1,0.21,0.32,0.46,1
1457,3,0.11,0.21,0.29,0.43,0.54,1
1458,1,0.26,0.36,0.48,0.58,0.66,1
1459,2,0.22,0.33,0.4,0.46,0.49,1
1460,4,0.08,0.13,0.17,0.26,0.36,1
1461,5,0.1,0.13,0.17,0.21,0.34,1
1462,2,0.2,0.29,0.39,0.49,0.65,1
1463,3,0.13,0.19,0.28,0.41,0.54,2
1464,1,0.3,0.35,0.42,0.53,0.61,1
1465,2,0.2,0.3,0.38,0.51,0.61,1
1466,5,0.06,0.1,0.16,0.25,0.33,1
1467,5,0.04,0.06,0.08,0.18,0.27,1
1468,5,0.07,0.09,0.15,0.23,0.33,1
1469,1,0.29,0.36,0.44,0.57,0.7,1
1470,5,0.03,0.05,0.12,0.19,0.3,1
1471,2,0.2,0.33,0.44,0.5,0.58,1
1472,1,0.25,0.35,0.48,0.55,0.74,1
1473,3,0.13,0.23,0.3,0.4,0.55,1
1474,3,0.16,0.25,0.33,0.38,0.5,1
1475,1,0.32,0.42,0.56,0.61,0.72,1
1476,3,0.12,0.2,0.3,0.41,0.56,1
1477,4,0.09,0.16,0.24,0.34,0.5,2
1478,1,0.31,0.42,0.54,0.66,0.73,1
1479,1,0.3,0.43,0.5,0.65,0.73,1
1480,2,0.18,0.3,0.42,0.56,0.66,1
1481,1,0.29,0.39,0.48,0.6,0.68,1
1482,1,0.33,0.41,0.48,0.52,0.62,1
1483,3,0.08,0.14,0.27,0.38,0.48,1
1484,3,0.16,0.21,0.34,0.44,0.63,1
1485,1,0.35,0.4,0.52,0.6,0.65,1
1486,5,0.04,0.08,0.11,0.2,0.33,1
1487,4,0.05,0.1,0.19,0.31,0.43,2
1488,3,0.14,0.23,0.3,0.41,0.51,1
1489,4,0.06,0.1,0.16,0.29,0.41,1
1490,5,0.05,0.1,0.16,0.22,0.35,2
1491,5,0.05,0.07,0.11,0.21,0.32,1
1492,5,0.09,0.12,0.17,0.19,0.3,2
1493,1,0.25,0.39,0.52,0.68,0.8,1
1494,4,0.08,0.13,0.21,0.3,0.41,1
1495,4,0.07,0.12,0.15,0.25,0.37,1
1496,1,0.35,0.43,0.54,0.69,0.72,1
1497,3,0.12,0.2,0.29,0.41,0.51,1
1498,5,0.01,0.03,0.08,0.12,0.26,1
1499,1,0.33,0.42,0.52,0.6,0.65,1
1500,2,0.19,0.28,0.37,0.45,0.6,2
1501,5,0.06,0.09,0.12,0.2,0.3,1
1502,3,0.11,0.19,0.29,0.4,0.49,1
1503,3,0.13,0.19,0.33,0.44,0.48,1
1504,4,0.05,0.1,0.19,0.28,0.39,1
1505,4,0.11,0.17,0.2,0.31,0.43,1
1506,5,0.04,0.06,0.14,0.15,0.29,1
1507,1,0.31,0.42,0.54,0.67,0.76,1
1508,4,0.12,0.15,0.21,0.29,0.44,1
1509,3,0.12,0.18,0.32,0.43,0.51,1
1510,2,0.2,0.26,0.38,0.46,0.6,1
1511,2,0.21,0.31,0.4,0.5,0.66,1
1512,1,0.35,0.48,0.56,0.68,0.78,2
1513,1,0.29,0.36,0.41,0.51,0.6,2
1514,3,0.14,0.22,0.35,0.42,0.47,1
1515,1,0.31,0.46,0.57,0.65,0.77,1
1516,3,0.16,0.24,0.35,0.44,0.54,1
1517,3,0.16,0.25,0.33,0.46,0.62,1
1518,5,0.03,0.06,0.1,0.2,0.28,1
1519,4,0.08,0.11,0.18,0.26,0.37,1
1520,1,0.25,0.36,0.44,0.5,0.62,1
1521,5,0.07,0.12,0.13,0.21,0.33,1
1522,4,0.06,0.11,0.19,0.32,0.42,1
1523,5,0.06,0.1,0.16,0.24,0.33,1
1524,4,0.12,0.19,0.22,0.32,0.44,1
1525,5,0.04,0.07,0.12,0.19,0.33,1
1526,2,0.19,0.32,0.4,0.53,0.66,1
1527,2,0.18,0.29,0.37,0.49,0.59,1
1528,1,0.31,0.44,0.59,0.7,0.79,1
1529,1,0.3,0.4,0.49,0.63,0.73,1
1530,5,0.06,0.1,0.15,0.22,0.34,1
1531,5,0.07,0.1,0.18,0.23,0.3,1
1532,2,0.23,0.3,0.35,0.48,0.59,1
1533,2,0.24,0.34,0.43,0.59,0.66,1
1534,4,0.08,0.13,0.24,0.32,0.43,1
1535,2,0.15,0.27,0.35,0.49,0.62,1
1536,3,0.08,0.12,0.33,0.36,0.44,1
1537,5,0.05,0.08,0.13,0.19,0.32,1
1538,2,0.21,0.33,0.48,0.59,0.67,1
1539,1,0.34,0.46,0.57,0.71,0.79,1
1540,4,0.07,0.16,0.19,0.32,0.48,1
1541,1,0.3,0.44,0.51,0.59,0.62,1
1542,4,0.06,0.1,0.15,0.29,0.4,1
1543,3,0.13,0.2,0.3,0.39,0.54,1
1544,2,0.19,0.3,0.34,0.48,0.58,1
1545,2,0.16,0.27,0.4,0.5,0.67,1
1546,1,0.29,0.43,0.53,0.63,0.75,1
1547,1,0.33,0.47,0.57,0.7,0.75,1
1548,3,0.16,0.19,0.31,0.43,0.5,1
1549,1,0.32,0.45,0.53,0.69,0.81,1
1550,4,0.09,0.15,0.19,0.31,0.4,2
1551,2,0.15,0.26,0.46,0.61,0.71,1
1552,2,0.26,0.33,0.38,0.45,0.56,1
1553,4,0.06,0.11,0.18,0.27,0.4,1
1554,3,0.1,0.18,0.32,0.48,0.66,1
1555,4,0.07,0.1,0.2,0.31,0.44,1
1556,3,0.13,0.24,0.33,0.48,0.57,1
1557,1,0.26,0.35,0.44,0.51,0.61,2
1558,5,0.05,0.09,0.14,0.26,0.32,1
1559,1,0.27,0.34,0.42,0.57,0.7,1
1560,1,0.25,0.38,0.52,0.53,0.68,1
1561,4,0.11,0.15,0.2,0.3,0.41,1
1562,1,0.31,0.43,0.52,0.65,0.79,1
1563,1,0.33,0.4,0.51,0.6,0.71,1
1564,5,0.05,0.07,0.13,0.24,0.33,1
1565,5,0.04,0.07,0.13,0.17,0.27,1
1566,3,0.15,0.22,0.31,0.42,0.53,1
1567,5,0.05,0.07,0.09,0.16,0.25,3
1568,5,0.05,0.09,0.14,0.2,0.32,2
1569,5,0.05,0.09,0.12,0.23,0.34,1
1570,4,0.04,0.09,0.14,0.26,0.38,1
1571,3,0.11,0.16,0.3,0.37,0.43,1
1572,2,0.16,0.29,0.38,0.48,0.63,1
1573,4,0.06,0.11,0.2,0.29,0.35,1
1574,4,0.04,0.07,0.14,0.28,0.39,1
1575,3,0.14,0.21,0.29,0.42,0.52,1
1576,5,0.04,0.07,0.09,0.19,0.25,1
1577,1,0.32,0.44,0.57,0.64,0.72,1
1578,4,0.08,0.12,0.14,0.26,0.4,1
1579,1,0.34,0.44,0.59,0.71,0.83,1
1580,2,0.21,0.34,0.47,0.57,0.66,1
1581,3,0.17,0.23,0.35,0.46,0.57,1
1582,2,0.19,0.3,0.4,0.5,0.58,1
1583,3,0.07,0.18,0.27,0.34,0.45,1
1584,1,0.31,0.39,0.49,0.56,0.7,1
1585,5,0.03,0.06,0.08,0.17,0.26,1
1586,1,0.31,0.37,0.46,0.61,0.7,1
1587,3,0.12,0.25,0.34,0.44,0.55,1
1588,1,0.32,0.42,0.5,0.64,0.76,1
1589,2,0.18,0.25,0.38,0.51,0.61,1
1590,4,0.06,0.1,0.18,0.29,0.37,2
1591,4,0.07,0.14,0.21,0.33,0.47,1
1592,1,0.34,0.46,0.58,0.73,0.79,1
1593,1,0.32,0.41,0.55,0.7,0.77,1
1594,1,0.26,0.4,0.55,0.62,0.73,1
1595,4,0.07,0.12,0.17,0.25,0.35,1
1596,3,0.14,0.23,0.33,0.34,0.41,1
1597,3,0.11,0.19,0.33,0.48,0.62,1
1598,5,0.05,0.08,0.11,0.2,0.32,1
1599,3,0.1,0.19,0.25,0.37,0.48,1
1600,3,0.15,0.24,0.33,0.38,0.46,1
1601,5,0.09,0.12,0.16,0.24,0.32,1
1602,3,0.1,0.18,0.3,0.4,0.54,2
1603,5,0.06,0.11,0.16,0.24,0.33,1
1604,2,0.2,0.29,0.41,0.52,0.61,1
1605,2,0.16,0.27,0.4,0.54,0.61,1
1606,5,0.08,0.13,0.2,0.25,0.28,1
1607,1,0.34,0.47,0.59,0.65,0.77,1
1608,5,0.06,0.09,0.14,0.22,0.27,1
1609,4,0.08,0.11,0.2,0.3,0.37,1
1610,5,0.06,0.11,0.13,0.19,0.34,1
1611,3,0.1,0.2,0.31,0.4,0.5,1
1612,5,0.07,0.11,0.16,0.21,0.3,1
1613,4,0.06,0.12,0.2,0.29,0.41,1
1614,4,0.04,0.09,0.19,0.28,0.43,1
1615,2,0.17,0.26,0.34,0.46,0.55,2
1616,4,0.07,0.1,0.18,0.26,0.37,1
1617,2,0.23,0.34,0.5,0.65,0.78,1
1618,2,0.14,0.27,0.35,0.48,0.53,2
1619,4,0.1,0.13,0.22,0.33,0.4,1
1620,1,0.32,0.44,0.52,0.64,0.76,1
1621,4,0.07,0.11,0.23,0.33,0.44,1
1622,4,0.05,0.08,0.14,0.31,0.4,1
1623,3,0.15,0.25,0.29,0.38,0.52,2
1624,1,0.35,0.43,0.52,0.63,0.73,1
1625,2,0.2,0.33,0.46,0.61,0.74,1
1626,5,0.05,0.08,0.13,0.21,0.32,1
1627,4,0.09,0.12,0.17,0.3,0.41,1
1628,2,0.18,0.34,0.43,0.56,0.66,1
1629,5,0.04,0.07,0.15,0.25,0.33,1
1630,5,0.02,0.05,0.08,0.15,0.27,1
1631,2,0.15,0.27,0.38,0.54,0.66,2
1632,2,0.21,0.3,0.41,0.5,0.62,1
1633,3,0.17,0.23,0.3,0.43,0.56,1
1634,4,0.06,0.11,0.19,0.3,0.41,1
1635,1,0.3,0.38,0.51,0.58,0.72,1
1636,1,0.32,0.37,0.49,0.58,0.73,1
1637,5,0.04,0.07,0.12,0.18,0.27,1
1638,2,0.23,0.35,0.48,0.57,0.68,1
1639,2,0.17,0.28,0.41,0.49,0.65,1
1640,5,0.07,0.11,0.18,0.27,0.31,1
1641,2,0.2,0.31,0.4,0.44,0.53,1
1642,2,0.2,0.31,0.44,0.55,0.63,1
1643,2,0.21,0.3,0.43,0.53,0.64,1
1644,4,0.09,0.17,0.24,0.34,0.46,1
1645,1,0.33,0.41,0.49,0.58,0.68,1
1646,3,0.13,0.21,0.28,0.32,0.41,1
1647,2,0.21,0.31,0.48,0.61,0.68,1
1648,2,0.17,0.26,0.37,0.47,0.5,1
1649,1,0.31,0.39,0.5,0.55,0.61,1
1650,5,0.03,0.05,0.1,0.14,0.27,2
1651,5,0.04,0.08,0.12,0.2,0.28,1
1652,2,0.17,0.29,0.42,0.47,0.62,1
1653,5,0.03,0.05,0.12,0.18,0.3,1
1654,2,0.17,0.28,0.39,0.54,0.67,1
1655,2,0.21,0.33,0.39,0.53,0.61,1
1656,2,0.22,0.31,0.37,0.46,0.6,1
1657,3,0.18,0.22,0.33,0.37,0.48,2
1658,4,0.06,0.12,0.19,0.32,0.42,1
1659,2,0.19,0.3,0.37,0.44,0.46,1
1660,3,0.13,0.22,0.29,0.4,0.54,1
1661,1,0.3,0.35,0.49,0.61,0.71,1
1662,4,0.09,0.12,0.2,0.29,0.36,1
1663,1,0.29,0.35,0.5,0.6,0.74,1
1664,1,0.28,0.36,0.47,0.56,0.65,1
1665,2,0.14,0.25,0.39,0.47,0.61,1
1666,5,0.05,0.07,0.13,0.21,0.31,2
1667,3,0.11,0.22,0.29,0.38,0.5,1
1668,5,0.06,0.08,0.12,0.21,0.29,1
1669,2,0.14,0.25,0.37,0.52,0.59,1
1670,4,0.09,0.17,0.26,0.31,0.45,1
1671,5,0.05,0.08,0.12,0.18,0.34,1
1672,5,0.08,0.14,0.18,0.22,0.34,1
1673,5,0.06,0.09,0.14,0.2,0.27,1
1674,5,0.04,0.07,0.11,0.16,0.27,2
1675,5,0.06,0.09,0.14,0.24,0.32,1
1676,5,0.04,0.08,0.14,0.2,0.3,1
1677,5,0.06,0.09,0.16,0.19,0.26,1
1678,2,0.19,0.25,0.4,0.54,0.66,1
1679,5,0.08,0.12,0.21,0.25,0.31,1
1680,5,0.05,0.09,0.16,0.21,0.32,1
1681,5,0.05,0.07,0.11,0.2,0.32,1
1682,2,0.17,0.27,0.34,0.45,0.58,1
1683,2,0.16,0.26,0.38,0.48,0.59,1
1684,1,0.27,0.35,0.52,0.55,0.68,1
1685,1,0.33,0.38,0.55,0.66,0.74,1
1686,2,0.19,0.35,0.43,0.51,0.6,1
1687,4,0.07,0.12,0.22,0.33,0.4,1
1688,1,0.33,0.47,0.56,0.63,0.66,1
1689,1,0.31,0.42,0.56,0.68,0.77,1
1690,3,0.11,0.2,0.34,0.46,0.6,1
1691,5,0.04,0.05,0.1,0.18,0.34,1
1692,1,0.31,0.39,0.53,0.69,0.83,1
1693,5,0.05,0.08,0.11,0.2,0.32,1
1694,1,0.28,0.38,0.5,0.6,0.67,1
1695,2,0.23,0.32,0.43,0.52,0.58,1
1696,2,0.24,0.33,0.4,0.52,0.65,1
1697,2,0.16,0.26,0.4,0.48,0.62,1
1698,3,0.09,0.14,0.29,0.41,0.53,1
1699,1,0.27,0.34,0.4,0.5,0.59,1
1700,2,0.18,0.27,0.4,0.58,0.63,1
1701,2,0.24,0.31,0.4,0.52,0.64,1
1702,4,0.06,0.12,0.21,0.32,0.39,1
1703,2,0.21,0.29,0.42,0.55,0.65,1
1704,2,0.21,0.29,0.36,0.46,0.61,1
1705,5,0.04,0.07,0.11,0.18,0.25,1
1706,4,0.06,0.13,0.21,0.29,0.37,1
1707,2,0.16,0.31,0.41,0.52,0.63,1
1708,4,0.07,0.11,0.19,0.28,0.37,1
1709,2,0.2,0.29,0.39,0.48,0.57,1
1710,4,0.06,0.11,0.16,0.26,0.39,1
1711,2,0.2,0.29,0.36,0.53,0.62,1
1712,1,0.27,0.38,0.45,0.59,0.68,1
1713,5,0.09,0.11,0.14,0.22,0.26,1
1714,2,0.2,0.28,0.4,0.54,0.64,1
1715,1,0.32,0.38,0.47,0.6,0.69,1
1716,3,0.1,0.17,0.29,0.38,0.5,1
1717,1,0.3,0.4,0.49,0.64,0.72,1
1718,2,0.21,0.29,0.44,0.57,0.6,1
1719,1,0.27,0.35,0.44,0.54,0.64,1
1720,2,0.23,0.32,0.38,0.46,0.63,2
1721,1,0.27,0.39,0.56,0.64,0.76,1
1722,5,0.08,0.12,0.17,0.23,0.29,1
1723,4,0.06,0.09,0.12,0.26,0.35,1
1724,2,0.2,0.26,0.36,0.46,0.56,1
1725,1,0.32,0.42,0.56,0.68,0.79,1
1726,4,0.05,0.09,0.14,0.28,0.37,1
1727,2,0.24,0.3,0.43,0.55,0.68,1
1728,5,0.06,0.09,0.14,0.19,0.29,1
1729,3,0.08,0.17,0.3,0.43,0.58,2
1730,2,0.16,0.34,0.47,0.57,0.68,1
1731,1,0.35,0.52,0.67,0.8,0.88,1
1732,3,0.09,0.17,0.28,0.4,0.56,1
1733,2,0.16,0.27,0.33,0.46,0.6,1
1734,2,0.18,0.27,0.36,0.49,0.65,1
1735,5,0.05,0.07,0.12,0.18,0.31,1
1736,4,0.08,0.1,0.19,0.29,0.4,1
1737,1,0.35,0.43,0.54,0.58,0.66,1
1738,4,0.07,0.11,0.19,0.32,0.43,2
1739,2,0.19,0.28,0.39,0.55,0.68,1
1740,3,0.09,0.16,0.26,0.38,0.48,1
1741,1,0.33,0.46,0.53,0.64,0.75,1
1742,3,0.2,0.25,0.34,0.44,0.55,1
1743,2,0.2,0.27,0.4,0.49,0.64,1
1744,2,0.17,0.28,0.32,0.38,0.49,1
1745,4,0.05,0.09,0.18,0.26,0.39,1
1746,3,0.09,0.22,0.3,0.42,0.57,1
1747,1,0.3,0.4,0.51,0.63,0.73,1
1748,2,0.2,0.3,0.38,0.5,0.62,1
1749,5,0.04,0.08,0.14,0.24,0.32,1
1750,2,0.25,0.34,0.48,0.58,0.7,1
1751,2,0.25,0.33,0.39,0.51,0.54,1
1752,4,0.07,0.11,0.2,0.33,0.43,1
1753,1,0.32,0.46,0.53,0.68,0.74,1
1754,4,0.05,0.09,0.16,0.27,0.38,1
1755,2,0.2,0.29,0.41,0.5,0.58,1
1756,3,0.1,0.16,0.28,0.36,0.51,1
1757,4,0.12,0.14,0.19,0.32,0.35,1
1758,1,0.28,0.33,0.41,0.52,0.67,1
1759,4,0.05,0.1,0.18,0.35,0.48,1
1760,4,0.1,0.11,0.22,0.32,0.41,1
1761,3,0.14,0.19,0.31,0.5,0.6,1
1762,2,0.21,0.32,0.43,0.54,0.56,1
1763,1,0.3,0.36,0.49,0.56,0.7,1
1764,1,0.34,0.47,0.58,0.68,0.81,1
1765,1,0.31,0.32,0.48,0.61,0.7,1
1766,5,0.07,0.09,0.12,0.19,0.27,1
1767,2,0.24,0.34,0.42,0.51,0.56,1
1768,1,0.28,0.39,0.45,0.6,0.66,1
1769,4,0.05,0.07,0.12,0.27,0.41,1
1770,4,0.11,0.12,0.21,0.31,0.45,2
1771,1,0.34,0.44,0.56,0.62,0.71,1
1772,1,0.35,0.47,0.62,0.69,0.77,1
1773,3,0.12,0.21,0.31,0.38,0.48,2
1774,4,0.05,0.09,0.18,0.32,0.36,1
1775,3,0.11,0.17,0.32,0.46,0.57,1
1776,4,0.08,0.11,0.15,0.31,0.44,1
1777,1,0.31,0.37,0.48,0.59,0.68,1
1778,4,0.07,0.1,0.14,0.27,0.37,2
1779,1,0.34,0.5,0.66,0.72,0.77,1
1780,2,0.21,0.31,0.34,0.45,0.51,1
1781,5,0.04,0.07,0.14,0.2,0.3,1
1782,1,0.34,0.5,0.61,0.73,0.8,2
1783,2,0.22,0.3,0.43,0.61,0.73,1
1784,3,0.16,0.22,0.3,0.36,0.49,1
1785,1,0.26,0.38,0.57,0.75,0.83,1
1786,4,0.09,0.15,0.19,0.25,0.37,2
1787,4,0.11,0.15,0.24,0.34,0.45,2
1788,1,0.31,0.4,0.46,0.64,0.77,1
1789,3,0.1,0.22,0.27,0.43,0.52,1
1790,5,0.08,0.15,0.19,0.25,0.33,1
1791,1,0.31,0.43,0.56,0.66,0.7,1
1792,1,0.33,0.47,0.55,0.64,0.68,1
1793,1,0.28,0.4,0.53,0.7,0.79,1
1794,4,0.1,0.14,0.24,0.33,0.47,2
1795,4,0.03,0.08,0.2,0.3,0.39,2
1796,3,0.15,0.22,0.33,0.41,0.57,1
1797,4,0.14,0.23,0.26,0.32,0.38,1
1798,4,0.11,0.13,0.15,0.32,0.42,1
1799,5,0.03,0.06,0.09,0.18,0.26,1
1800,3,0.11,0.2,0.32,0.37,0.38,1
1801,3,0.2,0.22,0.31,0.41,0.59,2
1802,4,0.13,0.16,0.23,0.34,0.47,2
1803,5,0.05,0.07,0.09,0.17,0.33,1
1804,5,0.05,0.08,0.13,0.19,0.28,1
1805,3,0.14,0.22,0.34,0.45,0.52,1
1806,1,0.28,0.46,0.57,0.66,0.77,1
1807,5,0.07,0.1,0.16,0.21,0.29,1
1808,4,0.1,0.19,0.24,0.35,0.46,2
1809,4,0.09,0.15,0.23,0.28,0.4,1
1810,4,0.11,0.18,0.24,0.31,0.47,1
1811,1,0.29,0.41,0.56,0.66,0.76,1
1812,4,0.07,0.13,0.17,0.27,0.35,2
1813,1,0.3,0.38,0.52,0.6,0.7,1
1814,1,0.26,0.41,0.5,0.61,0.73,1
1815,1,0.34,0.48,0.54,0.65,0.75,3
1816,1,0.29,0.33,0.41,0.48,0.59,2
1817,4,0.11,0.16,0.18,0.3,0.39,2
1818,1,0.33,0.4,0.53,0.66,0.71,1
1819,4,0.08,0.1,0.15,0.3,0.43,1
1820,2,0.21,0.32,0.4,0.52,0.64,1
1821,4,0.09,0.14,0.18,0.27,0.39,1
1822,1,0.28,0.35,0.44,0.59,0.66,2
1823,3,0.13,0.21,0.33,0.41,0.52,1
1824,1,0.35,0.42,0.54,0.65,0.75,1
1825,1,0.35,0.47,0.54,0.61,0.71,1
1826,4,0.07,0.09,0.15,0.26,0.36,1
1827,5,0.05,0.09,0.15,0.21,0.31,1
1828,1,0.32,0.39,0.51,0.58,0.66,1
1829,4,0.07,0.15,0.21,0.32,0.43,1
1830,1,0.28,0.39,0.52,0.67,0.77,2
1831,2,0.22,0.33,0.41,0.54,0.65,1
1832,2,0.17,0.27,0.38,0.57,0.64,1
1833,1,0.33,0.44,0.59,0.7,0.77,1
1834,5,0.09,0.13,0.16,0.25,0.33,1
1835,2,0.25,0.34,0.37,0.51,0.63,1
1836,4,0.06,0.09,0.19,0.32,0.43,1
1837,2,0.2,0.27,0.35,0.39,0.5,1
1838,2,0.23,0.34,0.43,0.48,0.55,1
1839,4,0.03,0.07,0.13,0.26,0.37,1
1840,2,0.18,0.28,0.33,0.42,0.49,1
1841,3,0.11,0.19,0.35,0.42,0.53,1
1842,3,0.13,0.22,0.33,0.36,0.47,1
1843,2,0.16,0.29,0.46,0.6,0.72,1
1844,5,0.04,0.07,0.12,0.19,0.29,1
1845,2,0.18,0.29,0.41,0.48,0.57,1
1846,4,0.08,0.16,0.2,0.34,0.42,1
1847,3,0.08,0.15,0.25,0.36,0.47,1
1848,3,0.08,0.17,0.31,0.38,0.41,1
1849,5,0.07,0.11,0.18,0.21,0.35,1
1850,5,0.05,0.08,0.15,0.22,0.33,1
1851,5,0.11,0.12,0.2,0.24,0.33,1
1852,1,0.31,0.42,0.48,0.64,0.74,1
1853,2,0.21,0.34,0.44,0.64,0.77,1
1854,3,0.13,0.17,0.28,0.39,0.51,1
1855,1,0.32,0.47,0.59,0.65,0.73,1
1856,4,0.07,0.11,0.21,0.31,0.41,3
1857,4,0.08,0.13,0.22,0.33,0.45,1
1858,5,0.02,0.05,0.08,0.17,0.26,1
1859,3,0.16,0.24,0.34,0.47,0.54,1
1860,1,0.3,0.36,0.5,0.64,0.78,1
1861,2,0.22,0.33,0.44,0.53,0.67,1
1862,5,0.04,0.06,0.12,0.21,0.31,1
1863,2,0.17,0.29,0.34,0.43,0.58,1
1864,5,0.03,0.06,0.12,0.17,0.32,1
1865,1,0.33,0.43,0.54,0.63,0.7,1
1866,3,0.16,0.23,0.34,0.48,0.55,1
1867,2,0.2,0.28,0.4,0.51,0.6,1
1868,4,0.06,0.09,0.16,0.28,0.41,1
1869,2,0.2,0.29,0.42,0.52,0.61,1
1870,4,0.12,0.19,0.24,0.31,0.44,1
1871,2,0.26,0.32,0.39,0.53,0.67,1
1872,2,0.16,0.3,0.42,0.57,0.65,1
1873,5,0.06,0.08,0.12,0.17,0.27,1
1874,2,0.17,0.28,0.36,0.44,0.56,1
1875,4,0.11,0.16,0.18,0.33,0.42,1
1876,1,0.34,0.47,0.61,0.73,0.84,1
1877,1,0.3,0.39,0.53,0.66,0.77,1
1878,4,0.1,0.17,0.21,0.33,0.46,1
1879,2,0.2,0.26,0.34,0.41,0.48,1
1880,4,0.04,0.08,0.15,0.27,0.44,1
1881,4,0.07,0.12,0.22,0.31,0.39,2
1882,2,0.19,0.3,0.44,0.58,0.69,1
1883,2,0.15,0.26,0.34,0.42,0.51,1
1884,3,0.16,0.25,0.34,0.46,0.54,1
1885,2,0.23,0.33,0.41,0.51,0.62,1
1886,1,0.3,0.47,0.55,0.59,0.68,1
1887,5,0.07,0.11,0.17,0.27,0.28,1
1888,1,0.33,0.37,0.41,0.54,0.65,1
1889,1,0.32,0.46,0.57,0.63,0.74,1
1890,4,0.15,0.17,0.21,0.31,0.38,1
1891,5,0.05,0.08,0.14,0.19,0.26,1
1892,4,0.09,0.12,0.18,0.3,0.37,2
1893,5,0.03,0.05,0.1,0.2,0.32,1
1894,4,0.09,0.16,0.24,0.32,0.44,1
1895,3,0.08,0.13,0.27,0.33,0.4,1
1896,1,0.27,0.38,0.54,0.6,0.74,1
1897,5,0.03,0.05,0.09,0.15,0.32,1
1898,3,0.18,0.26,0.33,0.44,0.54,1
1899,2,0.24,0.32,0.34,0.46,0.59,1
1900,2,0.23,0.27,0.39,0.51,0.58,1
1901,4,0.08,0.13,0.23,0.35,0.48,1
1902,3,0.09,0.21,0.27,0.37,0.47,1
1903,3,0.14,0.25,0.3,0.46,0.58,1
1904,4,0.05,0.12,0.17,0.27,0.39,1
1905,2,0.24,0.28,0.32,0.39,0.46,1
1906,5,0.07,0.09,0.1,0.2,0.27,1
1907,3,0.17,0.24,0.32,0.48,0.54,2
1908,4,0.06,0.11,0.18,0.31,0.45,1
1909,5,0.05,0.08,0.11,0.19,0.29,1
1910,5,0.04,0.09,0.17,0.22,0.29,1
1911,1,0.31,0.41,0.48,0.57,0.68,1
1912,5,0.05,0.07,0.09,0.14,0.25,1
1913,4,0.09,0.14,0.24,0.32,0.47,1
1914,4,0.14,0.19,0.22,0.27,0.4,1
1915,1,0.26,0.39,0.47,0.5,0.62,1
1916,3,0.12,0.2,0.31,0.41,0.55,1
1917,4,0.05,0.09,0.18,0.3,0.39,1
1918,1,0.26,0.36,0.53,0.67,0.77,1
1919,2,0.18,0.25,0.36,0.52,0.6,1
