"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
2346,1,0.31,0.35,0.4,0.47,0.53,2
2347,2,0.28,0.29,0.35,0.41,0.46,2
2348,4,0.16,0.2,0.22,0.29,0.33,1
2349,5,0.16,0.21,0.24,0.26,0.31,1
2350,2,0.25,0.3,0.37,0.41,0.46,1
2351,2,0.27,0.31,0.38,0.43,0.53,1
2352,2,0.26,0.32,0.4,0.45,0.48,1
2353,1,0.32,0.36,0.42,0.47,0.52,1
2354,5,0.13,0.15,0.19,0.25,0.32,1
2355,1,0.32,0.38,0.4,0.45,0.51,1
2356,5,0.15,0.18,0.2,0.23,0.28,1
2357,4,0.17,0.2,0.26,0.31,0.37,1
2358,1,0.31,0.37,0.41,0.46,0.49,1
2359,2,0.27,0.32,0.36,0.41,0.45,1
2360,2,0.26,0.31,0.34,0.37,0.42,1
2361,4,0.18,0.21,0.24,0.32,0.37,1
2362,2,0.23,0.3,0.34,0.39,0.49,1
2363,5,0.15,0.17,0.21,0.24,0.32,1
2364,2,0.26,0.32,0.36,0.42,0.48,1
2365,2,0.22,0.3,0.34,0.39,0.44,1
2366,5,0.13,0.16,0.2,0.23,0.29,1
2367,1,0.28,0.32,0.36,0.39,0.4,1
2368,5,0.13,0.15,0.19,0.23,0.29,1
2369,3,0.17,0.22,0.28,0.32,0.38,2
2370,1,0.3,0.37,0.41,0.47,0.55,1
2371,1,0.28,0.32,0.37,0.43,0.5,1
2372,3,0.21,0.24,0.31,0.35,0.4,1
2373,2,0.24,0.28,0.34,0.4,0.45,1
2374,5,0.12,0.13,0.17,0.21,0.28,2
2375,3,0.21,0.24,0.32,0.38,0.44,1
2376,5,0.17,0.19,0.25,0.27,0.32,2
2377,5,0.12,0.15,0.19,0.25,0.32,1
2378,5,0.12,0.17,0.2,0.26,0.31,1
2379,4,0.17,0.18,0.23,0.31,0.37,3
2380,5,0.13,0.17,0.22,0.27,0.31,1
2381,2,0.27,0.32,0.36,0.4,0.42,1
2382,3,0.23,0.27,0.31,0.36,0.39,1
2383,4,0.2,0.22,0.26,0.29,0.34,1
2384,5,0.12,0.15,0.17,0.23,0.31,1
2385,2,0.24,0.29,0.33,0.37,0.45,1
2386,4,0.16,0.2,0.24,0.29,0.32,2
2387,1,0.32,0.37,0.41,0.48,0.57,1
2388,1,0.32,0.34,0.38,0.44,0.5,1
2389,4,0.16,0.2,0.25,0.3,0.38,1
2390,2,0.24,0.3,0.35,0.4,0.42,1
2391,5,0.12,0.15,0.18,0.25,0.28,1
2392,1,0.31,0.33,0.36,0.42,0.5,1
2393,5,0.14,0.18,0.21,0.25,0.29,1
2394,1,0.31,0.37,0.43,0.46,0.49,1
2395,1,0.28,0.33,0.41,0.47,0.52,1
2396,3,0.19,0.23,0.3,0.36,0.4,1
2397,2,0.27,0.32,0.37,0.46,0.53,1
2398,3,0.19,0.22,0.29,0.32,0.37,1
2399,1,0.32,0.38,0.46,0.53,0.6,1
2400,4,0.18,0.21,0.24,0.28,0.35,1
2401,4,0.15,0.18,0.23,0.3,0.36,1
2402,3,0.2,0.25,0.31,0.35,0.41,1
2403,5,0.17,0.2,0.21,0.26,0.29,1
2404,1,0.28,0.34,0.39,0.43,0.5,1
2405,5,0.12,0.16,0.2,0.25,0.31,1
2406,4,0.14,0.16,0.23,0.28,0.32,1
2407,1,0.29,0.37,0.43,0.51,0.58,1
2408,1,0.29,0.33,0.4,0.46,0.48,1
2409,3,0.18,0.24,0.3,0.35,0.4,1
2410,5,0.2,0.21,0.23,0.27,0.31,1
2411,2,0.23,0.28,0.34,0.4,0.48,1
2412,5,0.15,0.17,0.2,0.23,0.28,1
2413,1,0.28,0.39,0.47,0.53,0.6,1
2414,5,0.12,0.15,0.2,0.24,0.3,1
2415,4,0.17,0.2,0.25,0.32,0.37,1
2416,2,0.25,0.31,0.38,0.41,0.5,1
2417,5,0.17,0.18,0.22,0.25,0.31,1
2418,4,0.17,0.22,0.26,0.31,0.37,1
2419,3,0.21,0.26,0.32,0.38,0.43,1
2420,5,0.12,0.16,0.21,0.24,0.32,1
2421,4,0.18,0.21,0.25,0.32,0.38,1
2422,5,0.13,0.15,0.21,0.24,0.28,1
2423,2,0.27,0.31,0.34,0.38,0.4,1
2424,5,0.14,0.18,0.21,0.25,0.32,1
2425,1,0.29,0.35,0.39,0.43,0.5,1
2426,3,0.18,0.22,0.28,0.34,0.38,2
2427,1,0.31,0.37,0.44,0.5,0.57,1
2428,1,0.29,0.33,0.4,0.45,0.52,1
2429,3,0.17,0.23,0.28,0.33,0.38,2
2430,2,0.24,0.31,0.37,0.41,0.44,2
2431,5,0.14,0.17,0.19,0.25,0.32,2
2432,2,0.23,0.28,0.35,0.41,0.49,1
2433,3,0.2,0.23,0.28,0.32,0.39,1
2434,4,0.16,0.19,0.23,0.31,0.36,1
2435,4,0.17,0.22,0.26,0.32,0.4,2
2436,2,0.25,0.3,0.33,0.39,0.47,1
2437,3,0.18,0.23,0.3,0.34,0.38,2
2438,4,0.17,0.21,0.24,0.28,0.34,1
2439,5,0.14,0.2,0.25,0.27,0.3,1
2440,1,0.3,0.34,0.39,0.43,0.52,1
2441,1,0.28,0.33,0.38,0.47,0.5,1
2442,5,0.13,0.14,0.2,0.25,0.28,1
2443,3,0.23,0.27,0.29,0.31,0.35,1
2444,2,0.23,0.29,0.34,0.39,0.44,2
2445,1,0.31,0.36,0.41,0.48,0.55,1
2446,2,0.23,0.3,0.34,0.39,0.46,1
2447,4,0.12,0.16,0.22,0.29,0.35,1
2448,4,0.16,0.19,0.25,0.3,0.35,1
2449,5,0.12,0.17,0.21,0.27,0.32,1
2450,1,0.32,0.38,0.44,0.49,0.53,1
2451,5,0.15,0.17,0.21,0.26,0.3,1
2452,3,0.16,0.2,0.28,0.33,0.41,1
2453,2,0.26,0.3,0.37,0.42,0.45,2
2454,3,0.21,0.27,0.28,0.33,0.37,2
2455,2,0.23,0.28,0.34,0.39,0.46,1
2456,2,0.25,0.31,0.37,0.41,0.49,1
2457,1,0.32,0.38,0.44,0.52,0.58,1
2458,1,0.3,0.35,0.38,0.43,0.51,1
2459,5,0.12,0.15,0.19,0.23,0.28,1
2460,4,0.15,0.19,0.23,0.28,0.32,1
2461,5,0.14,0.19,0.22,0.26,0.31,1
2462,4,0.19,0.21,0.23,0.29,0.31,1
2463,1,0.29,0.36,0.43,0.46,0.5,1
2464,1,0.29,0.34,0.39,0.43,0.45,1
2465,5,0.14,0.16,0.22,0.27,0.3,2
2466,1,0.31,0.39,0.43,0.51,0.55,1
2467,3,0.22,0.26,0.29,0.33,0.39,1
2468,5,0.11,0.14,0.18,0.22,0.29,1
2469,3,0.23,0.26,0.31,0.39,0.46,1
2470,1,0.31,0.36,0.43,0.5,0.51,2
2471,2,0.22,0.28,0.32,0.34,0.39,1
2472,4,0.19,0.25,0.27,0.31,0.36,1
2473,5,0.11,0.14,0.21,0.26,0.31,1
2474,1,0.29,0.34,0.42,0.47,0.52,1
2475,4,0.15,0.19,0.22,0.29,0.37,1
2476,1,0.3,0.32,0.39,0.43,0.52,1
2477,3,0.21,0.27,0.32,0.39,0.45,1
2478,5,0.15,0.18,0.19,0.25,0.29,1
2479,3,0.21,0.27,0.32,0.38,0.42,1
2480,3,0.2,0.24,0.28,0.33,0.39,1
2481,1,0.31,0.36,0.4,0.43,0.5,1
2482,1,0.29,0.33,0.38,0.42,0.51,3
2483,5,0.14,0.17,0.18,0.24,0.28,2
2484,5,0.13,0.17,0.21,0.25,0.31,1
2485,2,0.24,0.31,0.34,0.42,0.49,1
2486,5,0.11,0.15,0.19,0.22,0.28,1
2487,3,0.21,0.25,0.31,0.37,0.39,2
2488,1,0.28,0.32,0.36,0.42,0.48,1
2489,4,0.17,0.24,0.28,0.31,0.35,1
2490,1,0.32,0.37,0.43,0.49,0.52,1
2491,2,0.23,0.3,0.37,0.42,0.48,1
2492,5,0.13,0.18,0.2,0.28,0.3,1
2493,4,0.17,0.2,0.25,0.32,0.36,1
2494,3,0.25,0.27,0.32,0.36,0.41,1
2495,3,0.19,0.25,0.3,0.38,0.43,1
2496,5,0.15,0.18,0.22,0.27,0.3,1
2497,3,0.17,0.24,0.29,0.35,0.39,1
2498,5,0.12,0.17,0.2,0.25,0.3,1
2499,5,0.12,0.13,0.18,0.22,0.28,1
2500,5,0.13,0.16,0.19,0.23,0.31,1
2501,2,0.23,0.29,0.34,0.37,0.44,1
2502,4,0.15,0.19,0.23,0.3,0.33,1
2503,5,0.14,0.17,0.19,0.24,0.31,1
2504,5,0.12,0.16,0.2,0.27,0.29,1
2505,1,0.32,0.38,0.42,0.49,0.53,1
2506,5,0.11,0.13,0.18,0.22,0.29,1
2507,2,0.27,0.3,0.35,0.39,0.41,1
2508,2,0.24,0.28,0.33,0.4,0.44,1
2509,3,0.22,0.27,0.32,0.39,0.42,1
2510,4,0.18,0.2,0.23,0.31,0.36,3
2511,5,0.12,0.15,0.19,0.24,0.29,1
2512,3,0.23,0.27,0.3,0.33,0.38,1
2513,1,0.29,0.33,0.38,0.46,0.5,1
2514,3,0.2,0.24,0.29,0.32,0.36,4
2515,2,0.24,0.29,0.35,0.43,0.48,1
2516,1,0.32,0.36,0.41,0.46,0.52,1
2517,5,0.13,0.15,0.2,0.24,0.3,1
2518,3,0.2,0.24,0.32,0.41,0.47,1
2519,1,0.3,0.33,0.38,0.45,0.54,1
2520,3,0.21,0.25,0.3,0.35,0.42,1
2521,5,0.12,0.14,0.18,0.24,0.29,2
2522,1,0.31,0.34,0.39,0.46,0.53,1
2523,5,0.14,0.16,0.17,0.21,0.29,1
2524,4,0.16,0.21,0.26,0.31,0.36,1
2525,1,0.31,0.38,0.41,0.47,0.51,1
2526,4,0.14,0.2,0.23,0.28,0.33,1
2527,3,0.23,0.26,0.31,0.34,0.39,2
2528,5,0.14,0.18,0.25,0.28,0.3,1
2529,4,0.16,0.21,0.26,0.32,0.38,1
2530,1,0.32,0.36,0.42,0.48,0.53,1
2531,1,0.31,0.36,0.41,0.44,0.5,1
2532,3,0.2,0.24,0.28,0.35,0.38,1
2533,4,0.17,0.2,0.23,0.29,0.34,3
2534,5,0.14,0.18,0.22,0.26,0.3,1
2535,3,0.22,0.24,0.29,0.35,0.41,1
2536,2,0.25,0.32,0.36,0.43,0.5,1
2537,1,0.32,0.37,0.45,0.52,0.58,1
2538,4,0.16,0.21,0.25,0.32,0.33,1
2539,1,0.3,0.35,0.39,0.43,0.5,1
2540,5,0.14,0.15,0.18,0.22,0.28,1
2541,2,0.23,0.28,0.36,0.43,0.47,1
2542,4,0.14,0.18,0.22,0.3,0.33,1
2543,5,0.15,0.19,0.22,0.25,0.3,1
2544,2,0.23,0.29,0.34,0.41,0.49,1
2545,5,0.13,0.16,0.2,0.24,0.3,1
2546,1,0.32,0.38,0.44,0.51,0.55,1
2547,1,0.31,0.39,0.44,0.49,0.57,1
2548,4,0.16,0.21,0.27,0.32,0.37,1
2549,5,0.15,0.18,0.23,0.27,0.29,1
2550,2,0.22,0.29,0.34,0.39,0.47,1
2551,4,0.15,0.2,0.26,0.31,0.34,1
2552,4,0.15,0.18,0.23,0.3,0.35,1
2553,4,0.15,0.22,0.27,0.3,0.39,1
2554,5,0.09,0.13,0.16,0.21,0.28,1
2555,1,0.31,0.32,0.4,0.49,0.53,1
2556,2,0.26,0.3,0.36,0.43,0.46,1
2557,1,0.3,0.36,0.44,0.49,0.52,1
2558,2,0.26,0.31,0.41,0.46,0.5,1
2559,4,0.18,0.19,0.25,0.29,0.36,1
2560,3,0.22,0.25,0.32,0.35,0.4,2
2561,2,0.28,0.3,0.33,0.4,0.47,1
2562,3,0.2,0.27,0.3,0.36,0.44,1
2563,4,0.18,0.22,0.24,0.28,0.33,1
2564,3,0.21,0.23,0.28,0.32,0.36,1
2565,4,0.16,0.21,0.26,0.31,0.33,1
2566,5,0.13,0.16,0.17,0.22,0.29,1
2567,5,0.13,0.15,0.19,0.25,0.28,1
2568,3,0.2,0.26,0.31,0.36,0.41,1
2569,2,0.26,0.3,0.35,0.38,0.43,1
2570,3,0.2,0.22,0.29,0.36,0.39,3
2571,3,0.23,0.25,0.31,0.37,0.41,1
2572,5,0.15,0.17,0.2,0.26,0.29,2
2573,3,0.21,0.24,0.29,0.34,0.41,1
2574,5,0.12,0.14,0.18,0.22,0.28,1
2575,1,0.32,0.35,0.38,0.41,0.47,1
2576,2,0.26,0.3,0.36,0.4,0.42,1
2577,4,0.14,0.17,0.22,0.28,0.35,1
2578,4,0.19,0.23,0.26,0.31,0.35,2
2579,1,0.3,0.32,0.38,0.43,0.48,1
2580,3,0.24,0.28,0.31,0.36,0.41,1
2581,1,0.28,0.32,0.41,0.45,0.48,1
2582,1,0.32,0.39,0.47,0.51,0.55,1
2583,2,0.24,0.28,0.33,0.37,0.4,2
2584,2,0.25,0.29,0.32,0.38,0.43,1
2585,4,0.16,0.22,0.26,0.3,0.34,1
2586,2,0.26,0.31,0.36,0.42,0.49,1
2587,4,0.2,0.22,0.25,0.3,0.34,1
2588,4,0.2,0.22,0.26,0.29,0.34,1
2589,3,0.17,0.22,0.32,0.39,0.46,1
2590,4,0.18,0.21,0.27,0.3,0.36,1
2591,2,0.24,0.29,0.32,0.4,0.43,1
2592,5,0.11,0.16,0.2,0.25,0.3,2
2593,2,0.26,0.3,0.35,0.38,0.42,1
2594,5,0.09,0.14,0.2,0.24,0.31,1
2595,3,0.2,0.25,0.29,0.35,0.41,1
2596,5,0.12,0.17,0.2,0.26,0.32,1
2597,4,0.18,0.21,0.24,0.29,0.33,1
2598,1,0.3,0.36,0.41,0.48,0.54,1
2599,5,0.15,0.17,0.2,0.25,0.29,1
2600,3,0.19,0.24,0.3,0.37,0.45,1
2601,4,0.15,0.19,0.25,0.3,0.37,1
2602,1,0.32,0.37,0.4,0.48,0.49,1
2603,5,0.16,0.21,0.23,0.26,0.31,1
2604,1,0.29,0.33,0.41,0.49,0.55,1
2605,4,0.15,0.19,0.24,0.31,0.38,1
2606,3,0.18,0.2,0.28,0.32,0.39,1
2607,1,0.29,0.31,0.38,0.46,0.5,1
2608,3,0.19,0.24,0.28,0.32,0.34,1
2609,3,0.19,0.23,0.28,0.35,0.45,1
2610,3,0.23,0.27,0.3,0.32,0.39,1
2611,1,0.32,0.39,0.43,0.5,0.56,1
2612,1,0.3,0.34,0.39,0.44,0.49,1
2613,2,0.24,0.28,0.34,0.37,0.43,1
2614,4,0.19,0.23,0.28,0.31,0.35,1
2615,1,0.3,0.34,0.39,0.45,0.54,1
2616,1,0.28,0.32,0.36,0.41,0.46,1
2617,2,0.24,0.29,0.34,0.4,0.47,1
2618,3,0.23,0.26,0.32,0.34,0.38,1
2619,5,0.12,0.15,0.2,0.26,0.31,2
2620,5,0.14,0.17,0.22,0.25,0.32,1
2621,5,0.11,0.14,0.2,0.23,0.28,1
2622,3,0.25,0.27,0.3,0.34,0.39,1
2623,5,0.14,0.17,0.19,0.22,0.3,1
2624,5,0.15,0.18,0.22,0.27,0.31,1
2625,2,0.25,0.29,0.34,0.39,0.44,1
2626,5,0.13,0.16,0.19,0.23,0.28,1
2627,2,0.22,0.31,0.37,0.45,0.5,2
2628,1,0.28,0.34,0.41,0.45,0.5,1
2629,3,0.17,0.22,0.29,0.36,0.39,1
2630,4,0.16,0.19,0.27,0.32,0.39,1
2631,3,0.18,0.24,0.28,0.33,0.37,1
2632,3,0.23,0.26,0.32,0.39,0.43,1
2633,5,0.18,0.22,0.26,0.27,0.31,1
2634,4,0.17,0.19,0.24,0.28,0.32,1
2635,2,0.25,0.28,0.33,0.4,0.46,1
2636,2,0.27,0.32,0.36,0.44,0.51,1
2637,1,0.31,0.37,0.41,0.47,0.54,1
2638,4,0.16,0.21,0.27,0.3,0.35,1
2639,2,0.25,0.3,0.35,0.4,0.44,1
2640,1,0.31,0.37,0.4,0.46,0.5,1
2641,1,0.31,0.37,0.42,0.48,0.52,1
2642,3,0.17,0.21,0.28,0.34,0.4,1
2643,4,0.16,0.19,0.21,0.28,0.32,1
2644,3,0.19,0.25,0.29,0.35,0.41,1
2645,4,0.17,0.21,0.25,0.3,0.35,1
2646,4,0.13,0.15,0.22,0.29,0.34,1
2647,1,0.32,0.38,0.42,0.52,0.58,1
2648,4,0.14,0.19,0.24,0.29,0.37,2
2649,1,0.32,0.37,0.45,0.49,0.59,2
2650,4,0.22,0.25,0.26,0.31,0.38,1
2651,2,0.27,0.31,0.35,0.43,0.49,2
2652,4,0.18,0.22,0.27,0.32,0.4,1
2653,1,0.32,0.36,0.42,0.49,0.52,1
2654,2,0.25,0.28,0.32,0.37,0.44,2
2655,4,0.14,0.16,0.22,0.29,0.34,3
2656,5,0.14,0.18,0.22,0.27,0.31,1
2657,3,0.18,0.22,0.28,0.33,0.36,1
2658,1,0.3,0.34,0.41,0.47,0.49,1
2659,4,0.16,0.2,0.25,0.29,0.35,1
2660,2,0.26,0.31,0.34,0.39,0.43,1
2661,5,0.14,0.17,0.19,0.26,0.31,2
2662,2,0.26,0.3,0.36,0.4,0.49,1
2663,1,0.29,0.31,0.37,0.43,0.47,1
2664,4,0.18,0.21,0.26,0.31,0.33,1
2665,3,0.22,0.24,0.29,0.34,0.39,1
2666,3,0.21,0.25,0.3,0.32,0.37,1
2667,5,0.15,0.17,0.21,0.27,0.32,1
2668,2,0.26,0.3,0.35,0.4,0.45,1
2669,2,0.23,0.28,0.34,0.4,0.45,1
2670,4,0.14,0.19,0.26,0.3,0.34,1
2671,3,0.21,0.26,0.31,0.35,0.38,1
2672,4,0.13,0.16,0.23,0.28,0.33,1
2673,3,0.21,0.25,0.29,0.37,0.44,2
2674,1,0.28,0.34,0.39,0.43,0.5,1
2675,3,0.2,0.24,0.29,0.33,0.39,1
2676,2,0.23,0.3,0.31,0.35,0.39,2
2677,2,0.24,0.28,0.32,0.38,0.44,1
2678,5,0.13,0.15,0.18,0.23,0.29,1
2679,3,0.17,0.23,0.28,0.34,0.39,1
2680,3,0.19,0.23,0.28,0.36,0.43,2
2681,4,0.15,0.21,0.27,0.3,0.34,1
2682,1,0.28,0.33,0.39,0.43,0.49,1
2683,1,0.28,0.36,0.39,0.46,0.52,1
2684,2,0.24,0.28,0.34,0.4,0.46,1
2685,2,0.23,0.29,0.33,0.4,0.48,2
2686,4,0.18,0.22,0.26,0.32,0.37,1
2687,2,0.24,0.28,0.36,0.41,0.49,1
2688,1,0.29,0.34,0.4,0.45,0.51,1
2689,5,0.12,0.16,0.21,0.26,0.32,1
2690,3,0.2,0.27,0.31,0.36,0.39,1
2691,5,0.14,0.15,0.21,0.23,0.3,1
2692,4,0.16,0.2,0.24,0.29,0.35,1
2693,1,0.3,0.33,0.36,0.4,0.48,1
2694,1,0.32,0.37,0.43,0.51,0.59,1
2695,1,0.28,0.35,0.41,0.49,0.54,1
2696,4,0.15,0.18,0.21,0.28,0.32,1
2697,1,0.28,0.32,0.37,0.46,0.5,1
2698,5,0.11,0.14,0.16,0.19,0.28,1
2699,4,0.19,0.23,0.27,0.31,0.32,1
2700,2,0.23,0.29,0.37,0.45,0.5,1
2701,4,0.14,0.18,0.24,0.29,0.33,1
2702,5,0.12,0.15,0.19,0.24,0.31,1
2703,5,0.12,0.17,0.21,0.25,0.31,1
2704,2,0.26,0.3,0.31,0.38,0.46,1
2705,5,0.13,0.18,0.21,0.25,0.3,1
2706,3,0.18,0.22,0.28,0.34,0.39,1
2707,5,0.16,0.2,0.24,0.27,0.3,1
2708,5,0.16,0.19,0.24,0.28,0.3,1
2709,2,0.24,0.31,0.38,0.45,0.51,1
2710,2,0.25,0.31,0.33,0.38,0.44,1
2711,5,0.13,0.16,0.19,0.26,0.29,1
2712,4,0.17,0.2,0.22,0.29,0.34,1
2713,4,0.22,0.24,0.28,0.31,0.4,1
2714,3,0.2,0.27,0.3,0.36,0.42,1
2715,1,0.31,0.37,0.41,0.46,0.52,1
2716,1,0.28,0.34,0.35,0.38,0.43,1
2717,3,0.21,0.25,0.31,0.36,0.4,1
2718,1,0.28,0.35,0.39,0.43,0.47,1
2719,5,0.12,0.16,0.21,0.26,0.31,1
2720,1,0.32,0.37,0.44,0.49,0.56,1
2721,5,0.13,0.18,0.22,0.24,0.3,1
2722,4,0.15,0.17,0.23,0.28,0.32,1
2723,1,0.3,0.35,0.39,0.49,0.57,1
2724,4,0.17,0.18,0.26,0.32,0.37,1
2725,1,0.31,0.35,0.43,0.5,0.53,1
2726,5,0.13,0.16,0.2,0.25,0.32,1
2727,4,0.19,0.22,0.26,0.3,0.34,1
2728,5,0.12,0.15,0.21,0.24,0.28,2
2729,1,0.29,0.35,0.42,0.45,0.48,1
2730,3,0.18,0.25,0.32,0.38,0.42,1
2731,3,0.21,0.24,0.3,0.37,0.42,1
2732,5,0.13,0.17,0.2,0.26,0.32,1
2733,1,0.31,0.33,0.38,0.44,0.5,1
2734,5,0.17,0.2,0.23,0.28,0.31,1
2735,2,0.24,0.29,0.34,0.39,0.45,1
2736,2,0.27,0.29,0.35,0.43,0.48,1
2737,2,0.25,0.28,0.34,0.37,0.41,1
2738,1,0.31,0.35,0.42,0.45,0.52,1
2739,5,0.12,0.15,0.18,0.25,0.28,1
2740,1,0.3,0.34,0.37,0.45,0.5,1
2741,3,0.17,0.22,0.28,0.33,0.38,1
2742,1,0.29,0.36,0.4,0.44,0.48,1
2743,1,0.32,0.36,0.43,0.48,0.53,1
2744,4,0.2,0.21,0.26,0.3,0.37,1
2745,5,0.15,0.17,0.2,0.23,0.29,1
2746,5,0.11,0.13,0.18,0.27,0.3,1
2747,4,0.19,0.21,0.27,0.31,0.38,1
2748,5,0.16,0.2,0.23,0.24,0.28,1
2749,3,0.25,0.28,0.3,0.34,0.4,1
2750,3,0.2,0.23,0.29,0.35,0.39,1
2751,1,0.31,0.36,0.43,0.46,0.52,1
2752,3,0.21,0.27,0.31,0.35,0.39,1
2753,5,0.11,0.16,0.2,0.25,0.31,1
2754,5,0.17,0.2,0.23,0.26,0.32,1
2755,4,0.2,0.23,0.27,0.32,0.39,2
2756,1,0.32,0.35,0.41,0.48,0.52,1
2757,1,0.28,0.33,0.36,0.41,0.46,1
2758,5,0.13,0.19,0.22,0.26,0.32,1
2759,2,0.24,0.32,0.39,0.43,0.54,1
2760,4,0.15,0.2,0.23,0.29,0.35,1
2761,1,0.32,0.36,0.44,0.52,0.58,1
2762,2,0.28,0.29,0.35,0.4,0.47,1
2763,3,0.2,0.24,0.3,0.38,0.48,2
2764,5,0.1,0.13,0.17,0.23,0.31,1
2765,1,0.31,0.36,0.4,0.43,0.49,1
2766,5,0.11,0.16,0.2,0.27,0.3,1
2767,2,0.24,0.31,0.32,0.39,0.44,2
2768,1,0.32,0.37,0.44,0.52,0.59,1
2769,4,0.18,0.22,0.26,0.32,0.36,1
2770,5,0.16,0.2,0.22,0.26,0.28,1
2771,1,0.31,0.37,0.42,0.47,0.56,1
2772,4,0.15,0.19,0.23,0.29,0.33,1
2773,4,0.18,0.23,0.26,0.3,0.36,1
2774,5,0.17,0.2,0.24,0.27,0.3,2
2775,1,0.31,0.39,0.45,0.51,0.56,1
2776,4,0.16,0.2,0.22,0.3,0.36,1
2777,2,0.26,0.29,0.32,0.39,0.46,1
2778,1,0.3,0.34,0.39,0.44,0.49,1
2779,4,0.14,0.18,0.21,0.29,0.35,1
2780,2,0.26,0.31,0.38,0.41,0.45,1
2781,4,0.17,0.19,0.24,0.28,0.33,1
2782,5,0.12,0.16,0.17,0.22,0.28,1
2783,5,0.15,0.19,0.23,0.27,0.31,1
2784,3,0.22,0.27,0.32,0.38,0.42,1
2785,5,0.15,0.19,0.2,0.23,0.29,1
2786,1,0.32,0.36,0.4,0.48,0.56,1
2787,2,0.26,0.31,0.36,0.41,0.5,1
2788,2,0.22,0.28,0.33,0.37,0.45,1
2789,5,0.16,0.19,0.22,0.27,0.32,1
2790,5,0.14,0.17,0.2,0.24,0.3,2
2791,5,0.15,0.19,0.21,0.25,0.32,1
2792,2,0.24,0.3,0.38,0.43,0.54,2
2793,4,0.2,0.23,0.26,0.32,0.37,1
2794,1,0.32,0.38,0.43,0.47,0.53,2
2795,1,0.32,0.35,0.43,0.49,0.59,1
2796,3,0.2,0.23,0.28,0.32,0.34,2
2797,1,0.32,0.37,0.43,0.49,0.53,1
2798,2,0.24,0.29,0.32,0.37,0.44,1
2799,5,0.13,0.16,0.19,0.23,0.29,1
2800,5,0.12,0.15,0.2,0.23,0.28,1
2801,2,0.26,0.32,0.36,0.4,0.46,1
2802,4,0.22,0.23,0.27,0.32,0.36,2
2803,1,0.3,0.38,0.45,0.47,0.55,1
2804,3,0.18,0.21,0.29,0.32,0.33,2
2805,3,0.21,0.24,0.29,0.35,0.38,3
2806,2,0.23,0.32,0.36,0.42,0.49,1
2807,5,0.15,0.17,0.2,0.26,0.31,1
2808,4,0.17,0.19,0.24,0.3,0.36,1
2809,2,0.2,0.29,0.35,0.38,0.44,1
2810,2,0.24,0.29,0.34,0.41,0.47,1
2811,4,0.17,0.22,0.24,0.28,0.33,2
2812,2,0.25,0.3,0.34,0.4,0.43,1
2813,5,0.12,0.15,0.2,0.23,0.29,1
2814,2,0.23,0.28,0.35,0.4,0.43,1
2815,4,0.18,0.22,0.26,0.32,0.38,1
2816,2,0.21,0.28,0.32,0.38,0.43,1
2817,4,0.21,0.25,0.27,0.3,0.35,1
2818,4,0.15,0.19,0.25,0.31,0.36,1
2819,4,0.18,0.22,0.26,0.3,0.38,1
2820,5,0.12,0.16,0.19,0.24,0.29,1
2821,2,0.22,0.28,0.33,0.37,0.42,1
2822,2,0.26,0.3,0.36,0.43,0.49,1
2823,1,0.3,0.39,0.44,0.49,0.53,1
2824,3,0.18,0.24,0.3,0.35,0.4,1
2825,5,0.13,0.17,0.22,0.25,0.3,1
2826,5,0.12,0.15,0.19,0.24,0.29,1
2827,4,0.19,0.22,0.23,0.29,0.33,2
2828,3,0.19,0.25,0.28,0.35,0.43,1
2829,5,0.14,0.18,0.21,0.25,0.32,3
2830,2,0.23,0.29,0.35,0.36,0.43,1
2831,1,0.31,0.35,0.41,0.43,0.51,1
2832,1,0.32,0.38,0.43,0.5,0.57,1
2833,5,0.11,0.14,0.2,0.25,0.31,3
2834,2,0.27,0.31,0.35,0.38,0.44,2
2835,1,0.29,0.34,0.41,0.44,0.49,1
2836,4,0.19,0.23,0.26,0.3,0.36,1
2837,3,0.2,0.26,0.28,0.33,0.39,1
2838,5,0.14,0.17,0.21,0.26,0.31,1
2839,4,0.12,0.16,0.24,0.32,0.39,1
2840,2,0.21,0.28,0.32,0.35,0.44,1
2841,2,0.26,0.3,0.35,0.38,0.47,1
2842,4,0.17,0.22,0.26,0.28,0.38,1
2843,4,0.16,0.18,0.23,0.29,0.35,1
2844,2,0.26,0.32,0.33,0.38,0.47,1
2845,5,0.13,0.15,0.18,0.24,0.28,1
2846,3,0.2,0.25,0.32,0.37,0.4,1
2847,1,0.29,0.35,0.41,0.47,0.57,1
2848,5,0.16,0.17,0.22,0.26,0.31,1
2849,2,0.23,0.3,0.34,0.41,0.43,1
2850,3,0.18,0.22,0.28,0.34,0.37,1
2851,4,0.16,0.18,0.25,0.29,0.33,1
2852,1,0.31,0.37,0.44,0.5,0.56,1
2853,1,0.3,0.37,0.42,0.49,0.55,1
2854,1,0.28,0.32,0.39,0.42,0.44,1
2855,2,0.23,0.28,0.33,0.38,0.45,1
2856,5,0.13,0.16,0.19,0.24,0.32,1
2857,5,0.13,0.18,0.22,0.28,0.3,1
2858,4,0.18,0.21,0.24,0.29,0.33,1
2859,3,0.19,0.27,0.32,0.36,0.4,2
2860,2,0.24,0.3,0.41,0.46,0.52,1
2861,4,0.15,0.19,0.26,0.28,0.34,1
2862,2,0.25,0.3,0.35,0.42,0.46,1
